UID,APPROPRIATENESS,CONTENT_RICHNESS,GRAMMATICAL_CORRECTNESS,RELEVANCE
TEST-000117-0002,4.0,2.0,4.5,3.5
TEST-000117-0003,4.25,3.0,4.5,4.25
TEST-000117-0004,2.0,2.0,4.0,2.0
TEST-000117-0005,4.25,4.0,4.5,4.25
TEST-000117-0006,2.0,2.5,4.5,1.0
TEST-000117-0007,3.5,3.0,4.5,3.5
TEST-000117-0008,2.5,2.0,4.0,2.0
TEST-000117-0009,4.5,4.0,4.5,4.25
TEST-000117-0010,3.5,2.5,4.5,2.0
TEST-000117-0011,4.5,4.0,4.5,4.5
TEST-000117-0012,3.0,1.0,0.0,0.0
TEST-000117-0013,3.5,3.5,0.5,3.0
TEST-000117-0014,3.5,3.5,1.0,4.5
TEST-000117-0015,4.5,4.5,1.0,4.5
TEST-000117-0016,2.5,1.0,0.0,4.0
TEST-000117-0017,4.25,3.5,4.0,4.5
TEST-000117-0018,2.5,1.0,0.0,4.5
TEST-000117-0019,4.5,4.0,1.0,4.0
TEST-000117-0020,1.0,1.0,0.0,1.0
TEST-000117-0021,4.5,3.0,1.0,4.0
TEST-000117-0022,2.5,1.0,0.0,4.0
TEST-000117-0023,4.5,4.0,1.0,4.5
TEST-000117-0024,1.0,0.0,0.0,0.0
TEST-000117-0025,5.0,3.5,4.0,0.0
TEST-000117-0026,3.5,1.0,1.0,4.0
TEST-000117-0027,4.5,3.5,0.6666666666666666,4.0
TEST-000117-0028,2.5,1.0,0.0,0.0
TEST-000117-0029,2.5,3.0,0.6666666666666666,3.0
TEST-000117-0030,3.0,1.0,0.0,0.0
TEST-000117-0031,4.5,3.0,0.6666666666666666,4.0
TEST-000118-0001,4.5,3.0,1.0,1.0
TEST-000118-0002,4.25,3.0,0.5,2.0
TEST-000118-0003,4.5,2.0,0.5,2.0
TEST-000119-0001,3.5,3.5,4.0,3.0
TEST-000120-0001,4.0,2.5,4.5,3.5
TEST-000120-0002,2.0,3.0,4.5,1.0
TEST-000120-0003,4.75,4.5,4.5,4.5
TEST-000120-0004,3.75,4.0,4.5,4.5
TEST-000120-0005,4.75,4.0,4.5,4.5
TEST-000120-0006,3.5,3.0,4.5,4.0
TEST-000120-0007,4.75,4.0,4.5,4.5
TEST-000120-0008,3.0,1.0,3.5,1.0
TEST-000120-0009,4.5,4.0,4.5,5.0
TEST-000120-0010,2.0,1.0,4.5,1.0
TEST-000120-0011,4.5,4.0,4.5,4.5
TEST-000120-0012,2.5,3.0,3.5,4.0
TEST-000120-0013,4.75,4.0,4.5,4.5
TEST-000120-0014,2.0,1.0,4.0,1.0
TEST-000120-0015,3.5,1.0,4.5,5.0
TEST-000120-0016,2.0,1.0,4.5,1.0
TEST-000120-0017,4.5,3.0,4.5,4.5
TEST-000120-0018,2.0,1.0,2.5,1.0
TEST-000120-0019,4.5,4.0,4.5,4.0
TEST-000120-0020,3.5,4.0,4.5,4.0
TEST-000120-0021,4.5,4.0,4.5,4.5
TEST-000120-0022,2.5,1.0,3.5,1.0
TEST-000120-0023,4.75,4.0,4.5,4.5
TEST-000120-0024,2.0,3.0,2.5,4.0
TEST-000120-0025,4.5,4.0,4.5,4.0
TEST-000120-0026,2.5,1.0,4.5,1.0
TEST-000120-0027,4.75,4.0,4.5,4.5
TEST-000120-0028,2.0,1.0,3.5,1.0
TEST-000120-0029,4.75,4.666666666666667,4.5,4.5
TEST-000120-0030,4.0,3.0,4.5,4.0
TEST-000120-0031,4.75,4.0,4.5,5.0
TEST-000120-0032,3.0,1.0,1.0,1.0
TEST-000120-0033,2.5,1.0,4.5,4.0
TEST-000120-0034,1.0,1.0,2.0,1.0
TEST-000120-0035,4.0,5.0,4.5,5.0
TEST-000121-0001,4.5,4.0,4.5,4.5
TEST-000121-0002,2.75,4.5,2.0,2.0
TEST-000121-0003,1.0,1.0,2.0,1.0
TEST-000121-0004,4.5,2.5,4.5,3.5
TEST-000121-0005,2.25,4.0,3.0,4.0
TEST-000121-0006,3.25,3.75,4.0,3.5
TEST-000121-0007,2.5,3.75,3.5,1.0
TEST-000121-0008,3.25,3.75,3.5,1.5
TEST-000121-0009,2.5,3.75,3.5,1.0
TEST-000121-0010,3.5,3.75,3.5,4.5
TEST-000121-0011,2.5,4.5,4.0,3.0
TEST-000121-0012,3.5,4.75,4.0,4.5
TEST-000121-0013,2.5,3.75,3.5,3.5
TEST-000121-0014,3.5,4.5,4.5,4.5
TEST-000121-0015,2.0,4.5,3.0,1.0
TEST-000121-0016,3.25,3.5,3.5,3.5
TEST-000121-0017,2.5,3.75,3.5,1.5
TEST-000121-0018,4.25,4.5,4.0,5.0
TEST-000121-0019,2.5,4.5,4.0,1.0
TEST-000121-0020,3.5,4.5,4.0,4.5
TEST-000121-0021,3.0,3.0,5.0,4.0
TEST-000121-0022,3.0,3.5,4.25,2.5
TEST-000121-0023,1.0,1.0,1.0,1.0
TEST-000121-0024,2.0,2.0,2.0,1.0
TEST-000121-0025,3.5,3.5,4.5,3.0
TEST-000121-0026,3.5,3.5,3.0,2.0
TEST-000121-0027,2.0,2.5,3.5,1.0
TEST-000121-0028,2.5,3.5,3.5,1.0
TEST-000122-0001,2.5,1.0,2.0,1.0
TEST-000123-0001,3.5,3.0,3.5,4.0
TEST-000123-0002,2.0,2.0,4.5,1.0
TEST-000123-0003,2.0,4.0,1.0,0.0
TEST-000124-0001,3.5,4.5,4.5,3.5
TEST-000124-0002,3.5,4.5,4.5,3.5
TEST-000124-0003,4.75,4.5,4.5,5.0
TEST-000124-0004,4.5,4.5,4.5,4.5
TEST-000124-0005,4.5,4.75,4.5,4.0
TEST-000124-0006,1.0,2.5,2.0,1.0
TEST-000124-0007,4.5,4.5,4.5,4.0
TEST-000124-0008,4.5,4.5,4.5,2.0
TEST-000124-0009,4.5,4.5,4.5,4.0
TEST-000124-0010,1.0,1.0,0.0,1.0
TEST-000124-0011,4.5,4.0,4.5,3.0
TEST-000124-0012,1.0,1.0,1.0,1.0
TEST-000124-0013,3.0,1.0,0.0,1.0
TEST-000125-0001,4.0,4.0,1.0,4.5
TEST-000125-0002,2.5,4.25,4.75,2.0
TEST-000125-0003,3.5,3.75,3.75,4.5
TEST-000125-0004,2.5,2.0,2.5,1.0
TEST-000125-0005,4.25,3.75,4.5,3.5
TEST-000125-0006,2.5,3.0,3.75,1.0
TEST-000125-0007,4.25,3.75,4.5,4.5
TEST-000125-0008,2.0,2.5,4.5,1.0
TEST-000125-0009,4.25,3.5,4.5,4.5
TEST-000125-0010,2.0,2.0,3.5,1.0
TEST-000125-0011,4.0,3.5,4.5,4.5
TEST-000125-0012,3.5,3.5,3.0,3.0
TEST-000125-0013,4.25,3.0,4.5,4.5
TEST-000125-0014,2.0,3.0,4.5,1.0
TEST-000125-0015,3.5,4.5,1.0,4.5
TEST-000125-0016,1.0,1.0,0.0,0.0
TEST-000125-0017,1.5,4.5,1.0,2.0
TEST-000125-0018,2.5,4.5,0.0,3.0
TEST-000125-0019,3.5,3.5,0.6666666666666666,4.0
TEST-000125-0020,2.5,3.5,1.0,3.0
TEST-000125-0021,3.5,4.0,4.0,4.0
TEST-000125-0022,2.5,4.0,0.5,4.0
TEST-000125-0023,4.25,4.0,1.0,4.0
TEST-000125-0024,2.5,4.5,0.0,4.5
TEST-000125-0025,3.5,4.5,1.0,4.5
TEST-000125-0026,2.5,1.0,0.0,2.0
TEST-000125-0027,3.5,4.5,0.6666666666666666,4.5
TEST-000125-0028,2.5,1.0,0.0,4.0
TEST-000125-0029,3.5,4.5,1.0,4.5
TEST-000126-0001,4.5,4.0,5.0,5.0
TEST-000127-0001,4.8,4.0,4.5,5.0
TEST-000127-0002,2.0,4.75,3.75,2.0
TEST-000127-0003,1.0,4.333333333333333,4.0,4.0
TEST-000127-0004,3.0,2.0,2.0,1.0
TEST-000127-0005,2.0,1.0,0.5,0.1666666666666666
TEST-000127-0006,2.0,1.0,0.0,2.0
TEST-000127-0007,2.5,2.0,1.0,3.0
TEST-000127-0008,2.5,2.0,3.0,1.0
TEST-000127-0009,3.5,2.5,4.5,1.0
TEST-000127-0010,2.5,4.5,3.0,1.0
TEST-000127-0011,3.5,1.0,0.5,2.5
TEST-000127-0012,1.0,4.5,3.5,1.0
TEST-000127-0013,3.5,2.0,1.0,2.0
TEST-000127-0014,2.5,2.0,0.5,0.0
TEST-000127-0015,3.5,2.333333333333333,3.5,3.0
TEST-000127-0016,3.5,3.0,3.5,4.0
TEST-000127-0017,4.5,3.0,4.5,4.0
TEST-000127-0018,2.5,3.0,3.5,5.0
TEST-000127-0019,4.5,3.0,4.75,4.0
TEST-000127-0020,1.0,1.0,2.5,1.0
TEST-000127-0021,2.0,1.0,0.0,0.0
TEST-000127-0022,4.5,4.0,0.0,4.0
TEST-000127-0023,4.0,4.0,1.0,4.0
TEST-000127-0024,2.5,4.0,3.5,4.0
TEST-000127-0025,3.5,3.0,3.0,4.0
TEST-000127-0026,2.5,3.0,2.0,1.0
TEST-000127-0027,2.5,1.0,0.6666666666666666,0.0
TEST-000127-0028,3.5,1.0,0.6666666666666666,2.0
TEST-000127-0029,2.5,1.0,0.0,0.0
TEST-000127-0030,2.5,1.0,0.0,0.3333333333333333
TEST-000127-0031,2.5,1.0,0.0,2.0
TEST-000127-0032,3.5,1.0,0.6666666666666666,2.0
TEST-000127-0033,3.5,1.0,1.0,3.0
TEST-000127-0034,3.5,1.0,0.0,0.0
TEST-000127-0035,3.5,1.0,0.0,2.0
TEST-000127-0036,3.5,1.0,0.0,0.0
TEST-000128-0001,3.0,4.0,4.0,4.0
TEST-000128-0002,4.25,4.5,4.5,4.5
TEST-000128-0003,3.25,4.5,4.0,4.0
TEST-000128-0004,3.5,4.5,4.5,4.5
TEST-000128-0005,0.25,4.75,2.0,1.0
TEST-000128-0006,3.25,4.5,3.5,1.0
TEST-000128-0007,4.25,4.75,4.0,5.0
TEST-000128-0008,4.25,4.75,3.5,4.5
TEST-000128-0009,2.25,4.75,4.0,1.0
TEST-000128-0010,4.25,4.75,4.5,4.5
TEST-000128-0011,0.5,0.75,1.0,1.0
TEST-000128-0012,2.25,4.75,3.5,4.5
TEST-000128-0013,0.5,4.75,1.0,1.0
TEST-000128-0014,2.5,4.75,3.0,4.5
TEST-000128-0015,2.5,4.75,3.0,5.0
TEST-000128-0016,3.25,4.75,3.0,4.5
TEST-000129-0001,3.5,3.0,4.0,1.0
TEST-000130-0001,4.5,4.25,4.5,5.0
TEST-000130-0002,4.5,2.0,5.0,5.0
TEST-000130-0003,4.25,3.0,4.0,4.0
TEST-000130-0004,0.25,1.0,1.0,0.0
TEST-000130-0005,4.5,4.25,4.5,3.5
TEST-000130-0006,1.25,3.0,2.0,3.0
TEST-000130-0007,4.5,3.0,4.5,4.0
TEST-000130-0008,2.5,4.0,3.5,2.0
TEST-000130-0009,4.25,4.25,4.5,4.75
TEST-000130-0010,3.5,3.5,4.5,3.5
TEST-000130-0011,4.25,4.25,4.5,4.75
TEST-000130-0012,3.0,1.0,2.0,1.0
TEST-000130-0013,4.25,4.0,4.5,4.75
TEST-000130-0014,1.5,2.0,3.75,1.0
TEST-000130-0015,4.25,4.0,4.5,5.0
TEST-000130-0016,2.5,2.5,4.5,2.0
TEST-000130-0017,4.25,4.25,4.5,4.75
TEST-000130-0018,2.5,2.0,3.5,1.0
TEST-000130-0019,4.5,4.25,4.5,4.5
TEST-000130-0020,1.5,2.5,3.5,1.0
TEST-000130-0021,4.5,4.25,4.0,3.5
TEST-000130-0022,2.5,2.5,3.5,2.0
TEST-000130-0023,4.5,4.25,4.5,4.5
TEST-000130-0024,4.0,1.0,1.0,5.0
TEST-000130-0025,4.5,1.0,1.0,5.0
TEST-000130-0026,2.5,4.0,1.0,2.0
TEST-000130-0027,4.5,4.0,1.0,5.0
TEST-000131-0001,4.0,3.0,4.5,5.0
TEST-000132-0001,1.0,4.5,4.0,1.0
TEST-000133-0001,2.0,1.0,2.5,1.0
TEST-000134-0001,2.0,2.0,2.0,1.0
TEST-000135-0001,2.0,0.0,1.0,3.0
TEST-000136-0001,4.0,4.25,4.5,4.0
TEST-000136-0002,4.5,3.0,4.75,5.0
TEST-000136-0003,4.5,4.5,4.75,4.75
TEST-000136-0004,2.0,2.0,4.0,2.0
TEST-000136-0005,3.5,4.5,4.75,3.5
TEST-000136-0006,2.0,3.0,3.5,1.0
TEST-000136-0007,4.5,3.5,4.75,3.5
TEST-000136-0008,1.0,2.0,1.0,1.0
TEST-000136-0009,4.5,4.25,4.75,3.5
TEST-000136-0010,1.0,1.0,0.0,1.0
TEST-000136-0011,4.5,3.5,4.75,2.0
TEST-000136-0012,2.0,2.0,4.0,4.0
TEST-000136-0013,4.5,3.5,4.75,3.5
TEST-000136-0014,1.0,1.0,3.0,1.0
TEST-000136-0015,4.5,3.5,4.75,1.0
TEST-000136-0016,2.0,2.333333333333333,2.5,4.0
TEST-000136-0017,4.5,4.25,4.75,3.75
TEST-000136-0018,2.0,2.0,3.5,1.0
TEST-000136-0019,4.5,3.5,4.75,4.75
TEST-000136-0020,1.0,1.0,0.0,1.0
TEST-000136-0021,4.5,4.5,4.75,1.0
TEST-000136-0022,2.0,2.5,4.25,1.0
TEST-000136-0023,3.5,3.5,4.25,3.5
TEST-000136-0024,1.0,1.0,0.0,1.0
TEST-000136-0025,4.5,4.25,4.75,3.75
TEST-000136-0026,2.0,2.0,2.0,1.0
TEST-000136-0027,4.5,3.5,3.5,3.5
TEST-000136-0028,2.0,2.5,0.0,1.0
TEST-000136-0029,4.5,4.25,4.75,4.75
TEST-000136-0030,2.0,2.0,2.0,1.0
TEST-000136-0031,4.5,3.5,3.5,4.75
TEST-000136-0032,2.0,2.5,4.0,3.0
TEST-000136-0033,3.5,3.5,4.25,4.75
TEST-000136-0034,3.5,2.5,0.0,4.75
TEST-000136-0035,4.5,4.25,4.75,4.75
TEST-000137-0001,4.5,4.0,0.8333333333333334,3.0
TEST-000137-0002,4.75,4.5,0.8333333333333334,4.5
TEST-000137-0003,1.0,2.0,0.6666666666666666,2.0
TEST-000138-0001,1.0,2.5,1.0,1.0
TEST-000139-0001,1.0,5.0,0.0,0.8333333333333334
TEST-000140-0001,4.5,1.0,0.0,4.0
TEST-000140-0002,2.5,4.0,0.6666666666666666,3.0
TEST-000140-0003,2.0,1.0,1.0,3.0
TEST-000140-0004,2.5,3.0,1.0,3.0
TEST-000140-0005,3.5,1.0,0.5,1.0
TEST-000140-0006,2.5,4.0,0.5,1.0
TEST-000140-0007,4.5,1.0,1.0,4.0
TEST-000140-0008,3.5,1.0,0.5,3.0
TEST-000140-0009,4.5,0.0,1.0,4.0
TEST-000140-0010,4.5,3.0,1.0,3.0
TEST-000140-0011,3.0,1.0,0.0,4.0
TEST-000140-0012,4.5,3.0,0.8571428571428571,4.0
TEST-000140-0013,1.0,1.0,0.0,1.0
TEST-000140-0014,3.0,1.0,0.1666666666666666,1.0
TEST-000140-0015,3.0,1.0,0.5,1.0
TEST-000140-0016,1.0,4.0,0.5,1.0
TEST-000140-0017,3.0,1.0,0.0,4.0
TEST-000140-0018,3.0,1.0,0.5,3.0
TEST-000140-0019,3.0,1.0,0.6666666666666666,1.0
TEST-000140-0020,3.0,3.0,0.6666666666666666,3.0
TEST-000140-0021,2.0,1.0,0.0,1.0
TEST-000140-0022,4.5,1.0,0.5,4.0
TEST-000140-0023,2.0,1.0,0.0,1.0
TEST-000140-0024,4.5,3.5,1.0,2.0
TEST-000140-0025,1.0,3.5,0.0,1.0
TEST-000140-0026,3.0,1.0,1.0,2.0
TEST-000140-0027,4.0,1.0,1.0,4.0
TEST-000140-0028,4.5,3.5,0.6666666666666666,3.0
TEST-000140-0029,3.5,1.0,1.0,2.0
TEST-000140-0030,1.0,1.0,0.0,0.0
TEST-000140-0031,1.5,1.0,0.3333333333333333,0.1666666666666666
TEST-000140-0032,4.5,3.5,0.6666666666666666,4.0
TEST-000141-0001,4.5,3.5,4.5,3.5
TEST-000142-0001,1.5,4.333333333333333,3.0,1.0
TEST-000142-0002,4.25,3.0,4.5,4.5
TEST-000142-0003,2.5,3.0,4.0,1.0
TEST-000143-0001,1.0,1.0,1.0,1.0
TEST-000144-0001,4.25,3.0,4.5,4.0
TEST-000145-0001,3.5,2.5,4.0,3.0
TEST-000146-0001,0.25,1.0,0.0,1.0
TEST-000146-0002,3.0,1.0,0.2,3.0
TEST-000146-0003,2.0,1.0,0.2,1.0
TEST-000146-0004,2.0,3.0,0.6666666666666666,1.0
TEST-000146-0005,2.0,1.0,0.0,1.0
TEST-000146-0006,3.5,4.0,0.6,4.5
TEST-000146-0007,1.0,3.0,0.5,2.0
TEST-000146-0008,3.0,1.0,0.0,4.0
TEST-000146-0009,2.0,1.0,0.5,2.0
TEST-000146-0010,3.5,1.0,0.0,2.0
TEST-000146-0011,4.0,1.0,1.0,4.0
TEST-000146-0012,2.0,4.0,0.6666666666666666,2.0
TEST-000146-0013,1.0,1.0,0.0,1.0
TEST-000146-0014,3.0,1.0,0.0,2.0
TEST-000146-0015,1.0,1.0,0.0,5.0
TEST-000146-0016,3.5,4.0,0.0,4.0
TEST-000146-0017,1.0,1.0,0.0,0.0
TEST-000146-0018,3.5,3.5,0.5,0.0
TEST-000146-0019,2.0,2.5,0.0,2.0
TEST-000146-0020,2.0,1.0,0.0,0.0
TEST-000146-0021,2.0,1.0,0.0,2.0
TEST-000146-0022,4.5,4.5,1.0,4.5
TEST-000146-0023,1.0,1.0,0.0,0.0
TEST-000146-0024,3.5,1.0,0.0,4.0
TEST-000146-0025,1.0,5.0,0.0,0.0
TEST-000146-0026,2.0,2.0,0.0,1.0
TEST-000147-0001,2.5,2.0,3.5,2.0
TEST-000147-0002,3.75,1.0,0.8571428571428571,3.5
TEST-000147-0003,2.5,1.0,0.5,0.2
TEST-000148-0001,4.5,4.5,4.75,4.5
TEST-000148-0002,4.25,4.333333333333333,4.5,4.5
TEST-000148-0003,4.5,4.333333333333333,4.5,4.5
TEST-000148-0004,3.5,3.5,3.0,2.5
TEST-000148-0005,4.5,4.0,4.5,3.5
TEST-000148-0006,3.0,1.0,1.0,1.0
TEST-000148-0007,2.5,2.0,2.5,1.0
TEST-000148-0008,1.0,1.0,1.0,1.0
TEST-000148-0009,3.5,4.0,2.5,1.0
TEST-000148-0010,2.5,1.0,2.5,1.0
TEST-000148-0011,4.5,4.0,4.5,5.0
TEST-000148-0012,1.5,1.0,4.5,1.0
TEST-000148-0013,4.5,4.0,4.5,2.0
TEST-000148-0014,3.0,1.0,3.75,1.0
TEST-000148-0015,4.5,2.0,4.5,3.5
TEST-000148-0016,3.0,1.0,2.0,1.0
TEST-000148-0017,4.5,2.0,4.5,3.5
TEST-000148-0018,3.0,1.0,1.0,1.0
TEST-000148-0019,4.9,4.5,4.75,5.0
TEST-000148-0020,2.5,1.0,4.5,1.0
TEST-000148-0021,4.5,4.5,4.75,4.5
TEST-000148-0022,3.0,1.0,3.75,1.0
TEST-000148-0023,3.5,2.0,4.5,2.0
TEST-000148-0024,1.5,1.0,4.5,1.0
TEST-000148-0025,2.5,2.0,4.5,2.0
TEST-000148-0026,1.5,2.0,4.5,1.0
TEST-000148-0027,3.5,2.0,4.5,2.0
TEST-000148-0028,2.5,2.0,3.75,2.0
TEST-000148-0029,4.5,4.0,4.5,4.5
TEST-000148-0030,2.5,1.0,3.75,1.0
TEST-000148-0031,2.5,2.0,3.75,2.0
TEST-000149-0001,4.75,4.666666666666667,4.5,4.5
TEST-000150-0001,4.75,4.0,4.75,4.5
TEST-000150-0002,1.0,4.0,0.5,0.5
TEST-000150-0003,4.75,4.5,1.0,4.5
TEST-000150-0004,1.0,1.0,0.5,1.0
TEST-000150-0005,4.5,4.5,1.0,4.5
TEST-000150-0006,2.0,1.0,1.0,2.0
TEST-000150-0007,4.5,3.0,1.0,2.5
TEST-000150-0008,4.5,4.5,5.0,2.0
TEST-000150-0009,4.5,4.0,4.5,4.0
TEST-000150-0010,3.5,4.0,4.0,1.0
TEST-000150-0011,4.5,4.5,1.0,4.5
TEST-000150-0012,1.0,2.0,0.0,0.0
TEST-000150-0013,4.5,4.0,0.5,4.5
TEST-000150-0014,1.5,0.5,2.0,0.0
TEST-000150-0015,4.5,4.0,4.5,4.0
TEST-000150-0016,1.0,1.0,0.0,1.0
TEST-000150-0017,4.5,1.0,1.0,5.0
TEST-000150-0018,1.0,1.0,0.0,1.0
TEST-000150-0019,4.5,4.0,1.0,5.0
TEST-000150-0020,4.5,4.5,0.0,2.5
TEST-000150-0021,4.5,1.0,0.5,2.5
TEST-000150-0022,3.5,1.0,0.0,0.0
TEST-000150-0023,4.5,4.0,0.5,4.5
TEST-000150-0024,2.0,1.0,0.0,1.0
TEST-000150-0025,4.5,4.0,4.5,4.5
TEST-000150-0026,3.5,1.0,0.0,2.0
TEST-000150-0027,4.5,1.0,0.5,4.5
TEST-000150-0028,3.5,0.0,0.0,0.0
TEST-000150-0029,4.5,4.0,1.0,4.5
TEST-000150-0030,4.5,3.0,0.0,4.5
TEST-000150-0031,4.5,1.0,0.0,4.5
TEST-000151-0001,3.5,2.0,4.5,4.0
TEST-000151-0002,2.0,4.25,3.5,2.0
TEST-000151-0003,3.5,4.0,4.5,4.5
TEST-000151-0004,1.0,1.0,0.5,2.0
TEST-000151-0005,3.5,4.5,1.0,4.0
TEST-000151-0006,2.5,4.5,0.3333333333333333,2.0
TEST-000151-0007,1.5,3.0,2.5,2.0
TEST-000151-0008,3.5,3.5,3.5,4.5
TEST-000151-0009,2.5,0.0,4.5,2.0
TEST-000151-0010,2.0,0.0,0.0,2.0
TEST-000151-0011,2.5,4.0,4.5,2.5
TEST-000151-0012,3.0,1.0,1.0,1.0
TEST-000151-0013,2.5,1.0,2.0,4.5
TEST-000151-0014,3.0,0.0,4.5,2.0
TEST-000151-0015,2.5,4.5,4.5,4.5
TEST-000151-0016,1.0,0.0,0.0,2.0
TEST-000151-0017,4.5,4.666666666666667,4.5,4.5
TEST-000151-0018,1.5,4.666666666666667,0.5,3.0
TEST-000151-0019,4.5,2.0,4.5,5.0
TEST-000151-0020,2.0,4.5,4.5,2.0
TEST-000151-0021,4.5,4.666666666666667,4.5,5.0
TEST-000151-0022,1.0,1.0,0.0,1.0
TEST-000151-0023,4.5,5.0,4.5,5.0
TEST-000151-0024,1.0,1.0,0.0,1.0
TEST-000151-0025,4.5,5.0,4.5,5.0
TEST-000151-0026,1.0,2.0,0.0,2.0
TEST-000151-0027,4.5,1.0,4.5,4.0
TEST-000151-0028,1.0,1.0,2.0,1.0
TEST-000151-0029,4.5,4.5,4.5,5.0
TEST-000151-0030,2.0,1.0,1.0,0.0
TEST-000151-0031,4.5,2.0,4.5,4.0
TEST-000151-0032,2.0,1.0,1.0,5.0
TEST-000151-0033,4.5,1.0,1.0,5.0
TEST-000152-0001,3.5,2.5,4.0,3.0
TEST-000153-0001,1.0,2.5,3.5,2.0
TEST-000153-0002,2.5,4.5,4.75,1.0
TEST-000153-0003,4.75,4.5,4.75,4.25
TEST-000153-0004,4.5,4.5,4.75,4.5
TEST-000153-0005,4.75,4.5,4.75,4.5
TEST-000153-0006,1.0,1.0,0.0,1.0
TEST-000153-0007,2.5,3.0,3.75,3.5
TEST-000154-0001,3.75,2.0,4.0,3.0
TEST-000155-0001,4.5,4.0,3.5,4.5
TEST-000156-0001,3.5,1.0,4.0,1.0
TEST-000157-0001,1.5,1.0,2.5,1.0
TEST-000158-0001,2.0,2.0,4.0,1.0
TEST-000158-0002,3.75,1.0,3.0,2.5
TEST-000158-0003,2.5,1.0,0.5,0.0
TEST-000159-0001,3.5,4.5,4.5,1.0
TEST-000159-0002,4.5,2.0,4.0,3.0
TEST-000159-0003,4.8,4.25,4.5,3.5
TEST-000160-0001,4.5,2.0,5.0,1.0
